city,date,temp_mean,humidity_mean,pressure_mean,wind_mean,temp_max,wind_max,mu_canicule,mu_froid,mu_vent,mu_pluie,mu_depression,mu_extreme,event_extreme,type_event
Tetouan,2013-11-30,5.772500000000022,85.29166666666667,1027.0,1.0416666666666667,9.230000000000018,2.0,0.0,0.37049166464865446,0.0,0.0,0.0,0.37049166464865446,0,normal
Agadir,2016-02-11,19.10759858720836,31.916666666666668,1019.25,0.6666666666666666,27.57000000000005,3.0,0.39876033057851584,0.0,0.0,0.0,1.0,0.39876033057851584,0,normal
Tetouan,2014-04-29,13.354854166666689,60.354166666666664,1033.7916666666667,1.5,19.640000000000043,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,normal
Agadir,2016-10-04,17.820833333333354,65.375,1011.625,0.5,25.189999999999998,2.0,0.0,0.0,0.0,0.12432432432432863,1.0,0.12432432432432863,0,normal
Tetouan,2015-12-29,2.9402049734166886,93.08333333333333,1021.4583333333334,2.0,3.930000000000007,6.0,0.0,0.893061348631788,0.0,0.0,1.0,0.893061348631788,1,vague_froid
Rabat,2014-05-07,13.791541666666694,70.77083333333333,1011.8333333333334,1.8333333333333333,17.900000000000034,4.0,0.0,0.0,0.0,0.09729729729729682,1.0,0.09729729729729682,0,normal
Rabat,2016-04-22,15.341617828791698,70.08333333333333,1000.5,3.7083333333333335,19.960000000000036,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1,forte_pluie
Rabat,2017-06-27,18.571250000000028,77.0,1017.4583333333334,3.25,25.390000000000043,7.0,0.0,0.0,0.5,0.0,1.0,0.5,1,vent_fort
Tetouan,2017-04-15,8.036250000000024,74.45833333333333,1024.8333333333333,2.375,15.270000000000039,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,normal
Rabat,2017-04-15,13.431666666666688,68.45833333333333,1019.5833333333334,3.5833333333333335,20.560000000000002,11.0,0.0,0.0,1.0,0.0,1.0,1.0,1,vent_fort
Rabat,2016-03-29,10.854500179041692,59.375,1019.9166666666666,3.0416666666666665,17.27000000000004,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0,normal
Tetouan,2017-03-30,9.371666666666686,78.58333333333333,1020.4166666666666,2.625,14.180000000000007,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0,normal
Rabat,2015-01-06,9.605979166666685,95.45833333333333,1036.6666666666667,2.625,14.371666667,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,normal
Rabat,2013-06-22,16.14212291666669,81.25,1018.4583333333334,1.7916666666666667,24.470000000000027,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0,normal
Rabat,2015-06-14,15.42902467066669,88.58333333333333,1019.0416666666666,3.0416666666666665,19.261666667000043,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0,normal
Rabat,2014-04-03,11.25125000000002,74.125,1019.4166666666666,3.2916666666666665,16.310000000000002,7.0,0.0,0.0,0.5,0.0,1.0,0.5,1,vent_fort
Tetouan,2016-10-12,7.964250000000024,67.25,996.5416666666666,1.3333333333333333,14.603000000000009,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1,forte_pluie
Tanger,2015-08-07,18.855833333333347,62.708333333333336,1016.875,2.2916666666666665,26.52000000000004,4.0,0.18181818181818182,0.0,0.0,0.0,1.0,0.18181818181818182,0,normal
Casablanca,2014-09-06,19.483750000000025,76.70833333333333,1017.3333333333334,2.5416666666666665,26.200000000000045,6.0,0.11570247933884405,0.0,0.0,0.0,1.0,0.11570247933884405,0,normal
Tanger,2013-11-15,6.525833333333355,82.5,1031.0416666666667,1.6666666666666667,9.140000000000043,9.0,0.0,0.2314986719557806,1.0,0.0,0.0,1.0,1,vent_fort
Tanger,2013-07-20,18.448333333333355,63.916666666666664,1035.3333333333333,1.2916666666666667,26.900000000000034,2.0,0.26033057851239616,0.0,0.0,0.0,0.0,0.26033057851239616,0,normal
Tanger,2013-12-26,2.263750000000018,77.79166666666667,1028.4166666666667,0.875,5.1200000000000045,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,vague_froid
Tanger,2017-11-19,7.06125000000002,73.04166666666667,1016.875,3.0416666666666665,11.220000000000027,7.0,0.0,0.13271216995890983,0.5,0.0,1.0,0.5,1,vent_fort
Casablanca,2013-10-09,9.492083333333362,79.58333333333333,1018.875,2.5833333333333335,12.79000000000002,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0,normal
Tanger,2014-09-25,14.852562500000019,91.70833333333333,1024.0416666666667,0.8333333333333334,17.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,normal
Tanger,2015-12-11,6.479462565875018,83.04166666666667,1000.4166666666666,3.4166666666666665,8.5,8.0,0.0,0.24005426276440844,1.0,1.0,1.0,1.0,1,forte_pluie
Tanger,2017-09-23,14.747083333333357,72.66666666666667,1017.9166666666666,1.75,19.600000000000023,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0,normal
Tanger,2017-10-23,11.356666666666685,85.16666666666667,1033.4166666666667,1.875,17.700000000000045,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,normal
Tanger,2017-08-23,19.58958333333335,73.29166666666667,1016.625,1.8333333333333333,30.230000000000018,3.0,0.9483471074380163,0.0,0.0,0.0,1.0,0.9483471074380163,1,canicule
Tanger,2013-04-10,8.46916666666669,71.0,1026.875,2.0,11.860000000000014,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,normal
